source_title,Category
Journal of Finance and Data Science,Statistics and Probability
Statistics and Computing,Statistics and Probability
Biostatistics,Statistics and Probability
Journal of Machine Learning Research,Statistics and Probability
Physica A: Statistical Mechanics and its Applications,Statistics and Probability
Bayesian Analysis,Statistics and Probability
Journal of Management,Strategy and Management
Journal of International Business Studies,Strategy and Management
Organizational Research Methods,Strategy and Management
Journal of Cleaner Production,Strategy and Management
Strategic Management Journal,Strategy and Management
International Journal of Operations and Production Management,Strategy and Management
Journal of Product Innovation Management,Strategy and Management
Journal of Knowledge Management,Strategy and Management
Journal of Management Studies,Strategy and Management
Journal of Destination Marketing and Management,Strategy and Management
California Management Review,Strategy and Management
Journal of Manufacturing Technology Management,Strategy and Management
Production Planning and Control,Strategy and Management
Journal of Operations Management,Strategy and Management
Manufacturing and Service Operations Management,Strategy and Management
Journal of Purchasing and Supply Management,Strategy and Management
Journal of Service Theory and Practice,Strategy and Management
Management Science,Strategy and Management
International Journal of Coal Geology,Stratigraphy
Marine and Petroleum Geology,Stratigraphy
Newsletters on Stratigraphy,Stratigraphy
Nature Structural and Molecular Biology,Structural Biology
Current Opinion in Structural Biology,Structural Biology
Progress in Surface Science,"Surfaces, Coatings and Films"
Journal of Colloid and Interface Science,"Surfaces, Coatings and Films"
Solar Energy Materials and Solar Cells,"Surfaces, Coatings and Films"
Opto-Electronic Advances,"Surfaces, Coatings and Films"
Breast,Surgery
International journal of computer assisted radiology and surgery,Surgery
JAMA Surgery,Surgery
"Journal of Neurology, Neurosurgery and Psychiatry",Surgery
American Journal of Surgical Pathology,Surgery
British Journal of Surgery,Surgery
Clinical Neurosurgery,Surgery
International Journal of Surgery,Surgery
Journal of NeuroInterventional Surgery,Surgery
Journal of the American College of Surgeons,Surgery
Liver Transplantation,Surgery
Journal of Bone and Joint Surgery - Series A,Surgery
Journal of Thoracic and Cardiovascular Surgery,Surgery
Bone and Joint Journal,Surgery
Clinical Plasma Medicine,Surgery
Journal of Neurosurgery,Surgery
"Knee Surgery, Sports Traumatology, Arthroscopy",Surgery
Neurosurgery,Surgery
Bone and Joint Research,Surgery
European Journal of Surgical Oncology,Surgery
European Journal of Vascular and Endovascular Surgery,Surgery
Surgical Endoscopy and Other Interventional Techniques,Surgery
Annals of Surgical Oncology,Surgery
Journal of Hepato-Biliary-Pancreatic Sciences,Surgery
Surgery for Obesity and Related Diseases,Surgery
Spine Journal,Surgery
Surgery,Surgery
Journal of Vascular Surgery,Surgery
Plastic and Reconstructive Surgery,Surgery
European urology oncology,Surgery
Journal of Endovascular Therapy,Surgery
Journal of Orthopaedics and Traumatology,Surgery
European Spine Journal,Surgery
International Orthopaedics,Surgery
Lasers in Surgery and Medicine,Surgery
Obesity Surgery,Surgery
European Journal of Cardio-thoracic Surgery,Surgery
European Surgical Research,Surgery
Neurosurgical Focus,Surgery
Information Systems Frontiers,Theoretical Computer Science
Mathematical Programming Computation,Theoretical Computer Science
Journal of Travel and Tourism Marketing,"Tourism, Leisure and Hospitality Management"
International Journal of Hospitality Management,"Tourism, Leisure and Hospitality Management"
International Journal of Contemporary Hospitality Management,"Tourism, Leisure and Hospitality Management"
Journal of Hospitality Marketing and Management,"Tourism, Leisure and Hospitality Management"
Cell Biology and Toxicology,Toxicology
Journal of Toxicology and Environmental Health - Part B: Critical Reviews,Toxicology
Particle and Fibre Toxicology,Toxicology
Environmental Pollution,Toxicology
Nanotoxicology,Toxicology
Archives of Toxicology,Toxicology
Annual Review of Pharmacology and Toxicology,Toxicology
Toxicological Sciences,Toxicology
Toxicology,Toxicology
American Journal of Transplantation,Transplantation
Clinical journal of the American Society of Nephrology : CJASN,Transplantation
Transplantation,Transplantation
Nephrology Dialysis Transplantation,Transplantation
Analytic Methods in Accident Research,Transportation
Transport Reviews,Transportation
Urban Climate,Urban Studies
Landscape and Urban Planning,Urban Studies
"Computers, Environment and Urban Systems",Urban Studies
Journal of Urban Economics,Urban Studies
Urban Studies,Urban Studies
European Urban and Regional Studies,Urban Studies
Environment and Urbanization,Urban Studies
IATSS Research,Urban Studies
Urban Ecosystems,Urban Studies
Journal of Urban Technology,Urban Studies
Habitat International,Urban Studies
Journal of Planning Education and Research,Urban Studies
Urban Geography,Urban Studies
Journal of Transport and Land Use,Urban Studies
Prostate Cancer and Prostatic Diseases,Urology
Sexual Medicine Reviews,Urology
European Urology,Urology
Nature Reviews Urology,Urology
BJU International,Urology
European Urology Focus,Urology
LGBT Health,Urology
Prostate,Urology
World Journal of Urology,Urology
Cell Host and Microbe,Virology
Annual Review of Virology,Virology
"Psychology of Aesthetics, Creativity, and the Arts",Visual Arts and Performing Arts
Design Science,Visual Arts and Performing Arts
International Journal of Architectural Heritage,Visual Arts and Performing Arts
CoDesign,Visual Arts and Performing Arts
Journal of Creative Behavior,Visual Arts and Performing Arts
Television and New Media,Visual Arts and Performing Arts
Creativity Research Journal,Visual Arts and Performing Arts
International Journal of Design Creativity and Innovation,Visual Arts and Performing Arts
"International Journal of Fashion Design, Technology and Education",Visual Arts and Performing Arts
Journal of Architectural Engineering,Visual Arts and Performing Arts
Signs and Society,Visual Arts and Performing Arts
Feminist Media Studies,Visual Arts and Performing Arts
International Journal for Educational and Vocational Guidance,Visual Arts and Performing Arts
International Journal of Food Design,Visual Arts and Performing Arts
Creative Industries Journal,Visual Arts and Performing Arts
Cultural Trends,Visual Arts and Performing Arts
Journal of New Music Research,Visual Arts and Performing Arts
Journal of African Archaeology,Visual Arts and Performing Arts
"Visual Computing for Industry, Biomedicine, and Art",Visual Arts and Performing Arts
Museum Management and Curatorship,Visual Arts and Performing Arts
Visual Communication,Visual Arts and Performing Arts
Fashion Practice,Visual Arts and Performing Arts
Arts Education Policy Review,Visual Arts and Performing Arts
Journal of Visual Communication in Medicine,Visual Arts and Performing Arts
Artifact,Visual Arts and Performing Arts
Arts and Humanities in Higher Education,Visual Arts and Performing Arts
International Journal of Arts Management,Visual Arts and Performing Arts
Journal of Aesthetics and Art Criticism,Visual Arts and Performing Arts
Journal of Interior Design,Visual Arts and Performing Arts
Art and Perception,Visual Arts and Performing Arts
Design and Culture,Visual Arts and Performing Arts
"Journal of Arts Management, Law and Society",Visual Arts and Performing Arts
Rock Art Research,Visual Arts and Performing Arts
Continuum,Visual Arts and Performing Arts
Creativity,Visual Arts and Performing Arts
Journal of Aesthetics and Culture,Visual Arts and Performing Arts
Radio Journal,Visual Arts and Performing Arts
Science Fiction Film and Television,Visual Arts and Performing Arts
Studies in Art Education,Visual Arts and Performing Arts
Studies in Australasian Cinema,Visual Arts and Performing Arts
Boletin del Museo Chileno de Arte Precolombino,Visual Arts and Performing Arts
Clothing Cultures,Visual Arts and Performing Arts
Fashion Theory - Journal of Dress Body and Culture,Visual Arts and Performing Arts
International Journal of Art and Design Education,Visual Arts and Performing Arts
Research in Dance Education,Visual Arts and Performing Arts
Studies in Documentary Film,Visual Arts and Performing Arts
Waste Management,Waste Management and Disposal
International Soil and Water Conservation Research,Water Science and Technology
Desalination,Water Science and Technology
Hydrology and Earth System Sciences,Water Science and Technology
Journal of Hydrology: Regional Studies,Water Science and Technology
Water Research,Water Science and Technology
Critical Reviews in Environmental Science and Technology,Water Science and Technology
Environmental Science and Technology Letters,Water Science and Technology
Sustainable Environment Research,Water Science and Technology
